,0
CIA_docs.txt,russian name igor kolokov arrest cairo januari charg assault egyptian polic offic attempt arrest drunk public kolokov sell medic suppli throughout middl east repres compani moscow call medikat background check kolokov reveal formerli administr soviet institut vector strizi near kirov russia arrest kolokov carri card note read russian safrygin david loiseau canadian citizen toronto kanjak train camp wound near gizab march b raeed beandali american detroit mine warfar train al khaldun train camp wound near qalat novemb sent london decemb c fahd khadr canadian montreal light weapon train train camp sent home octob surveil report cesar arz whose resid avenu franci santo domingo dominican republ arz move havana cuba santo domingo work medic technician santo domingo arz surveil inform associ cuban intellig servic arz photograph compani man identifi hector lopez bogota columbia januari lopez known repres farc conduct narcot distribut activ throughout south central america caribbean sourc report observ near calamar march three men knew cuban discuss transfer cocain member nation liber armi eln columbia sourc recogn one cuban jose escalant sourc say knew escalant student school medic laboratori technician havana sourc said believ escalant work capac cuban militari sourc also state cuban repres frequent visit area columbia ecuador peru arrang exchang weapon variou sort need eln cocain eln suppli cuban sell distribut narcot throughout caribbean central american region pyotr safrygin formerli director secur vector institut strizi russia hold posit director secur central russia airlin born lipetsk russia decemb live moscow saeed hasham alias hamid qatada yasir salman member central staff al qaeda head farooq train camp khost area name appear mani plan document insurg activ jorm taloqan salang tunnel receiv special notic osama bin laden septemb plan success insurg action b khalid taha record alias egyptian head spin shaga camp pakhtia provinc kashmiri milit special chemic weapon c fahd al badawi record alias saudi medic degre univers cairo egypt specialti immunolog medic staff farooq train camp award success treat osama bin laden bacteri infect juli april suret de issu bulletin concern moroccan name abdillah zinedin alia abu haf among other occupi hous rue duhesm zinedin want connect attempt blow fair sauter amercan embassi pari fall zinedin explos expert afghanistan provid al qaeda member explos train al badr ii train camp pakhtia provinc area afghanistan recent learn zinedin left pari flight montreal canada april use fraudul french passport name mehdi rafiki anoth occup hous rue duhesm interrog report abu haf knew zinedin said way chicago visit old friend identifi murad sourc identifi anoth moroccan zakarya ziyad said zinedin mention murad would great thing sever citi america moham al omari saudi apprehend pakistani polic peshawar januari omari badli wound time say shot attempt desert al qaeda insurg group taken refug near parachinar border omari place hospit recoveri encourag talk al qaeda activ among item inform omari reveal farooq train facil american presenc afghanistan shown photo variou person ask could identifi one photo taken peshawar januari show group four men omari said knew three sinc farooq train camp one man identifi badawi second identifi mamdouh al hazmi third identifi hasham omari could rememb first name omari said three member al qaeda sourc report carat polish diamond trade organ repres rebel forc liberia assort weapon person acquir diamond organ identifi arab businessman done trade past person request diamond sent address panama citi panama gave panamico packag deliv ramundo ortiz address mark custom purpos art object commerci valu respons queri associ omar mahmoud othman baker mosqu london mi respond inform man name omar hanif given employ othman mosqu period left uk year possibl afghanistan travel record show travel london heathrow islamabad februari return london decemb hanif hold valid british passport live appl nassau bahama employ chain hotel bahama work seashor hotel nassau occasion freeport star hotel freeport anoth name mention mi associ othman jamal al quso came uk yemen appli british citizenship refus repeat troubl law convict incit riot serv suspend sentenc record reveal left london heathrow flight chicago illinoi juli hous sahibzada gul rd peshawar suspect al qaeda safe hous raid may pakistani intellig unfortun appar occup fled day howev mess left behind item interest one expir pakistani passport issu person name yasir salman item includ doctor stethoscop note taken arab legionella gastroenter note written arab result may project usa call topoff addit open envelop address arab badawi found behind cabinet one room hous final note written arab simpli state karachi march safrygin number bomb attempt casablanca may five attempt one succeed caus mass casualti four attempt fail bomber kill bomb believ action local individu may train al qaeda afghanistan person believ particip success bomb apprehend june name moham essabar interrog essabar ask reveal name particip even duress refus howev arrest carri note arab sign person name atmani one person interest name abdellah atmani resid casablanca life interview atmani becam clear part bomb may howev name brought attent atmani work load supervisor holland orang ship line offic dock casablanca holland orang ship make regular freight run casablanca varieti locat along east coast usa well place caribbean moroccan polic report keep atmani surveil june three men arrest voorburg straat amsterdam three men indonesian origin emigr netherland mid men arrest evid form plan destroy number jewish synagogu amsterdam place netherland one person identifi special interest us name establish riduan sungkar born kuala lumpur taken polic sungkar carri airlin ticket schiphol airport amsterdam chicago il connect flight lo angel ca departur date ticket june also carri dutch passport name omar evertt give address voorburg straat amsterdam addit small notebook contain sever name address two person locat lo angel area somad buckthorn st inglewood ca bafaba flaxton culver citi ca biograph inform request ramundo ortiz panama citi record reveal ortiz run busi deal art object well preciou stone known expert evalu diamond tanzanit busi locat panamico ave panama citi travel extens throughout central south america also known travel havana cuba mani occas known associ narcot traffic way appear quit prosper support mani local chariti also known busi varieti client africa middl east especi iran pakistan pakistani citizen volunt juli price provid inform happen former occup sahibzada gul rd peshawar could say knew went north like chitral ask provid inform previou occup would say knew al qaeda footnot stori juli inform found throat slit back alley peshawar base nsa report juli inform solicit rcmp regard activ derwish live tecumseh rd windsor ontario rcmp report person name fact satam derwish saudi use first name ronald sinc arriv canada derwish hold canadian passport derwish surveil recent rcmp associ suspect hezbollah member windsor detroit michigan derwish work ticket agent canada eastern airlin windsor get frequent trip low cost variou place usa travel recent newark nj chicago il columbu ohio citi serv canadian eastern airlin base nsa intercept report septemb inform request person name bugarov presum russian might contact pyotr safrygin vector institut moscow believ bori bugarov work scientist bioweapon vector year travel havana cuba yuri kalinin return moscow shortli thereaft seen sinc sourc russia say return cuba live havana work capac cuban govern inform request muslih odeh mention nsa report septemb mi report muslih odeh believ saudi british citizen saudi intellig report muslih odeh born jeddah last record live saudi arabia riyadh one men identifi photo taken peshawar januari mention cia report april mamdouh al hazmi person saudi known associ al qaeda recent obtain record reveal mamdouh al hazmi kill firefight american forc march near orgun afghanistan paid sourc chitral said treat octob broken arm badawi refuge camp outsid chitral ask knew badawi sourc repli anoth refuge told doctor queri regard cuban regist casablanca hotel carlo araneda havana cuba regist moroccan sand hotel octob check octob jose escalant bugarov havana cuba regist togeth sahara atlant hotel octob check octob arnoldo ramirez san cristob cuba regist sahara atlant hotel octob check octob queri regard person pakistan regist casablanca hotel octob moroccan oasi hotel ali talib karachi octob abu adil karachi octob omar al banna peshawar octob nadia mahfouz peshawar octob ali mishal islamabad octob sahara atlant hotel abdel noufal peshawar octob ahmad miner karachi octob yasir salman karachi octob jamat syeed hyderabad octob moroccan sand hotel shukri azzam hyderabad nidal awad peshawar octob respons queri regard person avenu san martin santo domingo see nsa report novemb resid address list carlo moral moral work taxi driver autofleet taxi compani santo domingo record reveal moral appli dominican republ citizenship grant februari birth certif show born bueno air argentina march sourc took sever ride taxi driven moral say overheard moral speak fluent arab someon call use phone cab surveil omar hanif reveal travel nassau bahama cairo egypt decemb return decemb cairo photograph come shop rams cairo compani two men provid photo abl identifi one two men saeed hasham check activ ramundo ortiz reveal januari sent wire transfer cuban peso canal bank panama citi peopl bank havana cuba transfer account held jose escalant peopl bank surveil continu omar hanif nassau bahama februari hanif took flight nassau miami fl board flight london arriv februari took connect flight karachi pakistan return rout februari karachi hanif stay resid nishtar rd hous surveil pakistani intellig februari mi request inform malaysian name ali sufaat report work caribbean cargo ship line caraca venezuela sourc could say sufaat work caribbean cargo intermitt report left caraca either cuba bahama known sufaat travel place work caribbean cargo respons request inform holland orang ship line rout casablanca destin usa surround area ship line two freighter dutch courag orang queen regularli deliv cargo miami savannah norfolk usa ship also make deliveri santo domingo dominican republ caraca venezuela orang queen servic port usa dutch courag servic port dominican republ venezuela news agenc report april cattl citi blagoveshchensk found foot mouth diseas one thousand cattl alreadi slaughter state emerg declar six district amur region sourc track cesar arz santo domingo report may arz photograph park santo domingo compani carlo moral man identifi cuban name jose escalant known arz escalant receiv train togeth school medic technician havana cuba arz suspect associ cuban intellig see cia report februari addit inform avail carlo moral overheard speak fluent arab see cia report novemb sourc bueno air argentina report consider traffic forg birth certif among member islam commun argentina inform background bori bugarov provid inform gather time ago russian sourc bugarov born town saratov train biolog moscow state univers appear join vector institut around becam expert develop aerosol form biolog weapon believ bugarov work aerosol form smallpox pneumon plagu recent sourc say bugarov went cuba return moscow sometim report divorc wife return cuba howev still travel frequent europ middl east south america also known cuba activ biolog weapon program inform provid mi regard muslih odeh see cia report septemb mi report record odeh british passport may saudi passport known employ freeport star hotel freeport bahama current surveil report issu respons fbi request inform regard abdul nasser ali known abdul ahm nasser ran chemic weapon train program afghanistan al khuldan camp khost area also see dia report februari recent translat record obtain comput hard disk reveal saudi name ali al omari student camp februari sourc moscow happen work direct pyotr safrygin central russia airlin say drove safrygin locat near strizhi septemb safrygin met man farm hous sourc say safrygin gave man bag probabl contain rubl receiv packag size four shoebox mark russian antibiot way back moscow sourc said safrygin told antibiot sold black market africa inform obtain center diseas control cdc learn case foot mouth diseas confirm vicin bucaramanga columbia cdc say case appear fmd type grigori sizov former soviet chemist teach univers usa ask could tell us bori bugarov work cuba sizov said knew bugarov person met visit sizov took moscow sizov said bugarov regard castro buffoon stay havana enjoy climat make much money former soviet union sizov also said bugarov show pictur attract cuban woman bugarov said plan marri sizov said bugarov told almost noth work cuba howev said free travel capabl assist help sort thing sizov said guess bugarov might still involv bw work might also involv distribut narcot final sizov said could help notic sever flashi diamond ring bugarov wear met cia report februari note pakistani intellig agre keep resid nishtar rd karachi surveil septemb report us event prompt raid resid septemb raid five person kill among two polic offic three other kill identifi abdul jabarah kuwaiti fahd jehani saudi ramzi al shibh yemeni known member al qaeda jehani seem courier sinc carri packet messag messag contain instruct insurg activ pakistan includ attempt made octob destroy polic hq karachi one messag address h chitral read allah prais provid fund need finish work fund way ten day messag sent person identifi moataz possibl alia sent gwadar pakistan mi provid addit inform malaysian name ali sufaat known sufaat live step nassau bahama also known sufaat work deck hand island freight line make regular run nassau santo domingo sufaat surveil sever contact omar hanif seashor hotel nassau sourc employ holland orang ship line casablanca assign keep track activ abdellah atmani sourc say octob atmani visitor wear uniform first offic central russia airlin person gave atmani care wrap packag mark russian antibiot sourc say atmani told offic tell boss packag aboard dutch courag good time later day sourc say observ atmani place holland orang ship label packag address santo domingo dominican republ sourc could see street address packag would sent case offic american embassi riyadh say overheard convers embassi parti spanish ambassador saudi arabia american consular offici regard employ saudi foreign embassi convers spanish ambassador mention entir famili name al ghamdi work spanish embassi riyadh ambassador went say work embassi clerk time becom attach three al ghamdi son ad regret three boy watch grow left saudi arabia two kill fight al qaeda afghanistan third son ad never return saudi arabia last heard taken resid santo domingo cab driver addit inform request novemb sourc report activ pyotr safrygin septemb see cia report septemb sourc ask recogn person farm hous safrygin receiv packag mark antibiot sourc said recogn person farm hous said later learn farm hous own scientist vector sourc assign cover activ omar hanif report decemb follow hanif took ship call packet nassau freeport bahama hanif carri packag sourc said carri label thought russian could translat sourc follow hanif freeport star hotel hotel park lot gave packag person name muslih odeh also surveil sourc said odeh place packag trunk car immedi drove receiv inform sourc follow omar hanif yesterday decemb hanif met two men depart cruis ship vike holiday sourc said hanif taken men resid appl nassau
CIA_docs.txt,"{'person': ['igor kolokov', 'kolokov', 'david loiseau', 'kanjak', 'raeed beandali', 'al khaldun', 'fahd khadr', 'al-badr', 'arze', 'arze', 'arze', 'jose escalante', 'hamid qatada', 'bin laden', 'al badawi', 'bin laden', 'abdillah zinedine', 'abu hafs', 'zinedine', 'zinedine', 'abu hafs', 'mohamed al omari', 'badawi', 'omar mahmoud othman', 'omar hanif', 'hanif', 'al quso', 'f. badawi', 'mohamed essabar', 'a. atmani', 'abdellah atmani', 'omar evertts', 'a. somad', 'y. bafaba', 'ronald', 'gen.', 'yury kalinin', 'badawi', 'badawi', 'carlos araneda', 'jose escalante', 'b. bugarov', 'arnoldo ramirez', 'omar al banna', 'ahmad miner', 'shukri azzam', 'carlos morales', 'omar hanif', 'jose escalante', 'omar hanif', 'hanif', 'ali sufaat', 'arze', 'jose escalante', 'arze', 'arze', 'carlos morales', 'boris bugarov', 'ali al-omari', 'al khuldan', 'ali al omari', 'cdc', 'boris bugarov', 'sizov', 'castro', 'sizov', 'al shibh', 'jehani', 'ali sufaat', 'omar hanif', 'abdellah atmani', 'atmani', 'al ghamdi', 'omar hanif', 'hanif', 'omar hanif', 'hanif', 'hanif'], 'location': ['cairo', 'the middle east', 'moscow', 'strizi', 'russia', 'toronto', 'detroit', 'london', 'havana', 'cuba', 'bogota', 'columbia', 'caribbean', 'calamar', 'havana', 'columbia', 'ecuador', 'peru', 'caribbean', 'strizi', 'russia', 'russia', 'russia', 'moscow', 'khost area', 'pakhtia province', 'egypt', 'paris', 'afghanistan', 'afghanistan', 'paris', 'montreal', 'canada', 'chicago', 'murad', 'america', 'afghanistan', 'pakistan', 'afghanistan', 'liberia', 'panama city', 'panama', 'london', 'uk', 'afghanistan', 'london', 'london', 'uk', 'yemen', 'london', 'chicago', 'illinois', 'afghanistan', 'holland', 'the east coast', 'caribbean', 'amsterdam', 'netherlands', 'amsterdam', 'netherlands', 'kuala lumpur', 'amsterdam', 'chicago', 'los angeles', 'los angeles', 'st.', 'culver city', 'panama city', 'panama city', 'south america', 'havana', 'cuba', 'africa', 'the middle east', 'iran', 'pakistan', 'rcmp', 'rcmp', 'canada', 'detroit', 'michigan', 'chicago', 'columbus', 'ohio', 'moscow', 'havana', 'cuba', 'moscow', 'russia', 'cuba', 'havana', 'saudi arabia', 'afghanistan', 'havana', 'cuba', 'havana', 'cuba', 'atlantic', 'san cristobal', 'cuba', 'atlantic', 'pakistan', 'nadia', 'atlantic', 'argentina', 'bahamas', 'cairo', 'egypt', 'cairo', 'cairo', 'panama city', 'havana', 'cuba', 'miami', 'london', 'karachi', 'pakistan', 'karachi', 'caribbean', 'caracas', 'venezuela', 'caracas', 'cuba', 'miami', 'norfolk', 'va.', 'caracas', 'venezuela', 'venezuela', 'havana', 'cuba', 'argentina', 'argentina', 'cuba', 'moscow', 'cuba', 'europe', 'the middle east', 'south america', 'cuba', 'afghanistan', 'moscow', 'russia', 'strizhi', 'moscow', 'africa', 'bucaramanga', 'columbia', 'cuba', 'moscow', 'havana', 'soviet union', 'cuba', 'kuwaiti', 'pakistan', 'pakistan', 'russia', 'riyadh', 'saudi arabia', 'riyadh', 'saudi arabia', 'afghanistan', 'saudi arabia', 'bahamas'], 'date': ['29 january, 2003', '2000-2001', 'march 2002', '2000-2001', 'qalat', '26 november, 2002', '12 december, 2002', '1999-2000', '23 october, 2000', '1992', '23 january, 2003', '3 march', '2003', '1991', '26 december, 1950', '2002', '22 september 2002', '2001', 'july', '2000', '2 april, 2003', 'the fall of 2001', '1997 - 2000', '1 april, 2003', '12 january 2003', '2001', '2 january, 2003', 'a year', '1999', 'february of 1999', 'december, 1999', '1993', '1998', '1996', 'one-year', 'july 17, 1999', '15 may, 2003', 'the day before', '2002', 'march 10, 2003', '16 may, 2003', '18 june, 2003', '16 may, 2003', '20 june, 2003', 'the mid 1990s', '1974', '23 june, 2003', '15 july, 2003', '17 july', '1 july, 2003', '1992', '12 september, 2003', 'the years 1986 and 1990', '1990', '15 september, 2003', '1967', '1998', '2 january, 2003', '20 april, 2003', '12 march', '2003', 'about 2 october, 2003', '19 october, 2003', '22 october, 2003', '21 october, 2003', '23 october, 2003', '18 october, 2003', '22 october, 2003', 'october, 2003', 'october', 'october', 'october', 'october', 'october', 'october', 'october', 'october', '1 november, 2003', '2000', 'february of 2001', '4 march,', '1970', '20 december, 2003', '25 december, 2003', '27 january, 2004', '4 february, 2004', '5 february', '7 february', '17 february', '15 april, 2004', '1 may, 2004', '1992 - 1993', '22 february', '2003', '15 november, 2003', '1950', 'around 1986', '1992', '1993', '25 september', '2003', '1999 - 2001', '12 february, 2004', 'february of 2000', '1 september', '2002', '13 february, 2004', '17 september, 2004', '5 september, 2004', '1 october, 2004', 'ten days', '5 october, 2004', 'later the same day', '1970 to 1988', '2 november, 2004', '1 september, 2004', '15 september, 2004', '1 december, 2004', 'yesterday', '15 december, 2004'], 'organization': ['the soviet institute', 'the vector institute', 'al qaeda', 'university of cairo', 'al qaeda', 'omari', 'al qaeda', 'omari', 'al qaeda', 'omari', 'omari', 'omari', 'al qaeda', 'al qaeda', 'al qaeda', 'al qaeda', 'derwish', 'derwish', 'hezbollah', 'canada eastern airlines', 'nj', 'the vector institute', 'cia', 'al qaeda', 'abu adil', 'ali mishal', 'yasir', 'holland orange shipping lines', 'ga', 'cia', 'cia', 'moscow state university', 'the vector institute', 'cia', 'fbi', 'dia', 'cia', 'karachi under surveillance', 'al qaeda', 'al qaeda', 'cia', 'the farm house']}"
DIA_01,interrog abdul ahm nasser saudi born octob abba captur februari baglan enter fight russian chechnya went afghanistan provid chemic weapon train qaeda member talk say former student usa shortli lot cocktail american alcohol bastard
DIA_01,"{'person': [], 'location': ['chechnya', 'afghanistan'], 'date': ['october 1967', '3 february', '04', '1997', '1999'], 'organization': ['taliban/al']}"
DIA_02,interrog man call kamal abdullah say jordanian captur near asadabad februari came afghanistan train al qaeda say gone back forth afghanistan pakistan sever occas ask went pakistan abdullah said usual gone chitral stay refuge camp said last decemb ask knew promin al qaeda person seek refug chitral abdullah could name three ali sittah egyptian central staff al qaeda talat rushdi also egyptian ran omar train camp khost area saeed hasham saudi charg plan insurg mission american
DIA_02,"{'person': ['abdullah', 'abdullah', 'ali sittah'], 'location': ['afghanistan', 'afghanistan', 'pakistan', 'pakistan'], 'date': ['1 february, 2004', '2000', 'december, 2003'], 'organization': ['al qaeda', 'al qaeda']}"
DIA_03,saudi name khale jehani captur near feyzabad februari captur jehani carri laptop comput examin found contain assort inform regard scada system usa control among thing electr grid natur ga pipelin inform obtain internet site usa addit laptop comput contain varieti inform regard construct electromagnet puls bomb interrog jehani found train comput scienc univers maryland obtain ba degre degre list contact found along inform scada system two usa two person usa abu somad yazid bafaba lo angel ca one name usa one canada found along inform canadian person derwish windsor american abdul al nami detroit
DIA_03,"{'person': ['khaled jehani', 'jehani', 'abu somad', 'abdul al nami'], 'location': ['jehani', 'los angeles', 'canada', 'detroit'], 'date': ['16 february, 2004', '1995', '1997'], 'organization': ['the university of maryland']}"
DIA_docs.txt,interrog abdul ahm nasser saudi born octob abba captur februari baglan enter fight russian chechnya went afghanistan provid chemic weapon train qaeda member talk say former student usa shortli lot cocktail american alcohol interrog man call kamal abdullah say jordanian captur near asadabad februari came afghanistan train al qaeda say gone back forth afghanistan pakistan sever occas ask went pakistan abdullah said usual gone chitral stay refuge camp said last decemb ask knew promin al qaeda person seek refug chitral abdullah could name three ali sittah egyptian central staff al qaeda talat rushdi also egyptian ran omar train camp khost area saeed hasham saudi charg plan insurg mission american saudi name khale jehani captur near feyzabad februari captur jehani carri laptop comput examin found contain assort inform regard scada system usa control among thing electr grid natur ga pipelin inform obtain internet site usa addit laptop comput contain varieti inform regard construct electromagnet puls bomb interrog jehani found train comput scienc univers maryland obtain ba degre degre list contact found along inform scada system two usa two person usa abu somad yazid bafaba lo angel ca one name usa one canada found along inform canadian person derwish windsor american abdul al nami detroit
DIA_docs.txt,"{'person': ['abdullah', 'abdullah', 'ali sittah', 'khaled jehani', 'jehani', 'abu somad', 'abdul al nami'], 'location': ['chechnya', 'afghanistan', 'afghanistan', 'afghanistan', 'pakistan', 'pakistan', 'jehani', 'los angeles', 'canada', 'detroit'], 'date': ['october 1967', '3 february', '04', '1997', '1999', '1 february, 2004', '2000', 'december, 2003', '16 february, 2004', '1995', '1997'], 'organization': ['taliban/al', 'al qaeda', 'al qaeda', 'the university of maryland']}"
FBI_01,report concern bulletin issu april suret de pari concern moroccan name abdillah zinedin alia abu haf see cia report april suret report zinedin left pari flight montreal canada april travel french passport name mehdi rafiki mehdi rafiki arriv montreal april said purpos visit attend funer uncl list montreal contact address rue duroch address belong irish pub oper man name patrick say never heard person name mehdi rafiki man use french passport name abu haf rent car canadauto car rental agenc montreal april rent car never return agenc discov abandon walden ave near schiller park buffalo ny april
FBI_01,"{'person': ['abdillah zinedine', ""patrick o'alley."", 'abu hafs'], 'location': ['paris', 'paris', 'montreal', 'canada', 'montreal'], 'date': ['2 april, 2003', '17 april', '1 april, 2003', '2 april, 2003', '2 april, 2003', '6 april, 2003'], 'organization': ['cia']}"
FBI_02,riyad yasser uk citizen arrest may follow accid motorway near heston servic area outsid london yasser air traffic control heathrow airport past six year two kilo semtex found trunk car videocassett sermon given omar mahmoud othman formerli salafi jihad preacher baker mosqu london found yasser apart northumberland circl east bedfont london also found yasser apart note contain sever address canada usa nassau bahama address clare montreal street miami beach fl ferri camden nj appl nassau bahama
FBI_02,"{'person': ['riyad yasser', 'yasser', 'omar mahmoud othman', 'clare st.'], 'location': ['uk', 'heston', 'london', 'london', 'east bedfont', 'london', 'canada', 'montreal', 'miami beach', 'camden'], 'date': ['1 may, 2003', 'the past six years', '1712'], 'organization': ['nj']}"
FBI_03,respons cia report june regard abu somad buckthorn st inglewood ca yazid bafaba flaxton culver citi investig visit two person resid somad bafaba said never heard person name riduan sungkar omar evertt somad bafaba ask knew repli howev later establish somad bafaba appear togeth surveil photo taken calnat bank culver citi record bank indic somad bafaba hold joint account bank receiv sever deposit account bmi privat islam invest compani newark nj
FBI_03,"{'person': ['abu somad', 'somad', 'omar evertts'], 'location': ['st.', 'culver city', 'culver city', 'newark'], 'date': ['29 june', '2003'], 'organization': ['cia', 'bmi']}"
FBI_04,man use illinoi driver licens name abu haf address cermak rd chicago rent car drexel car rental agenc chicago septemb car never return drexel agenc found abandon park lot airport octob april roundtrip airlin ticket hobbi airport houston texa issu central state airlin airport man gave name mehdi rafiki rafiki paid ticket cash use identif french passport name mehdi rafiki
FBI_04,"{'person': ['abu hafs'], 'location': ['chicago', 'chicago', 'houston', 'texas'], 'date': ['2211', '27 september, 2003', '2 october, 2003', '27 april'], 'organization': ['drexel', 'drexel']}"
FBI_05,identifi presenc possibl hezbollah member charlott nc area name rifai qasim recent surfac egyptian passport name rifai qasim found recent floor southern trailway bu depot charlott nc examin charlott polic pictur passport match appear person use name omar blake charg theft octob sever item total valu electron suppli store charlott blake gave address western charlott blake bail guarante bail bond compani name bailout charlott nc bond cost paid check written account carolina first bank held jointli name omar blake muham mustafa bank record reveal period deposit account usual amount account first emir bank dubai uae carolina first bank account name blake mustafa close octob hous western ave unoccupi howev search abandon hous reveal envelop sever letter address rifai qasim
FBI_05,"{'person': ['muhammed mustafa'], 'location': ['charlotte', 'nc.', 'charlotte', 'charlotte', 'charlotte', 'charlotte', 'nc', 'dubai', 'uae'], 'date': ['1 october, 2003', '23 october, 2003', '3131'], 'organization': ['hezbollah']}"
FBI_06,regard jamal al quso said mi come london chicago see cia report may chicago fbi field offic respond report jamal al quso land airport juli use british passport name check usci reveal evid ever left usa sinc arriv addit name jamal al quso associ inform islam jihad known presenc chicago septemb hous cermak rd chicago said inform occupi member islam jihad raid fbi team act warrant one person abdul murad person resid time raid thirti kilo plastic explos found resid along addit kilo semtex map airport diagram sear tower also confisc murad held refus say occup resid howev notepad found room quso possibl occupi resid list messag arab jamal call khalid texa tomorrow sure jamal al quso present locat known
FBI_06,"{'person': ['al quso', 'al quso', 'al quso', 'abdul murad', ""al quso's""], 'location': ['london', 'chicago', 'chicago', 'chicago', 'murad', 'texas'], 'date': ['1999', '16 may,', '2003', 'july 18, 1999', '28 september,', '2003', '2211', 'tomorrow'], 'organization': ['cia', 'the chicago fbi field office', 'islamic jihad', 'fbi']}"
FBI_07,rcmp report apprehens toronto airport novemb man pose dominican priest man travel cdg pari french passport name fr augustin dominiqu address rue cardinet pari ask question destin toronto man mistakenli answer arab rather french csi identifi man abdal al hawsawi saudi known associ chemic weapon expert afghanistan name abdul ahm nasser ticket folder hawsawi carri appear address ferri st buffalo ny
FBI_07,"{'person': ['augustin', 'al hawsawi', 'abdul ahmed nasser', 'hawsawi'], 'location': ['rcmp', 'toronto', 'cdg', 'paris', 'paris', 'toronto', 'afghanistan'], 'date': ['1 november, 2003'], 'organization': []}"
FBI_08,novemb mousa salah fix address herndon arrest dull intern airport attempt board flight london heathrow time arrest use jordanian passport name shadi abu hoshar salah want connect hama activ northern virginia believ salah enter usa illeg windsor canada detroit mi salah possess virginia driver licens regist name mousa salah virginia dot record show licens number issu august woman name april steven roanok ms steven subject investig teach kindergarten class roanok address shown salah driver licens exist sever number initi written back envelop possess salah time arrest detroit ii newark iii laurel
FBI_08,"{'person': ['shadi abu hoshar.', 'salah', 'salah', 'stevens', 'j. t.'], 'location': ['herndon', 'va.', 'london', 'virginia', 'canada', 'detroit', 'virginia', 'virginia', 'va', 'detroit', 'newark'], 'date': ['1 november, 2003', '2002', '10 august, 2001', 'april'], 'organization': ['salah']}"
FBI_09,among person surveil possibl al qaeda associ usa khalid shamrani saudi nation live work houston texa texeast petroleum shamrani held work visa sinc april suspicion first fell shamrani result attend meet god aryan militia denton texa march attend anoth meet militia group miner well texa june fbi inform attend meet militia group develop friendship shamrani invit home pine bellair texa inform say saw elabor diagram houston ship channel detail plan reliant stadium galleria shop mall houston inform also said shamrani reveal associ islam group mani object god aryan militia includ elimin zioni st influenc us govern inform also report shamrani said would big event houston chicago place next year elabor natur event
FBI_09,"{'person': ['shamrani', 'shamrani', 'god', 'shamrani', 'shamrani', 'shamrani'], 'location': ['houston', 'texas', 'denton', 'texas', 'texas', 'texas', 'houston', 'us', 'houston', 'chicago'], 'date': ['april, 2000', '12 march', '2003', '16 june, 2003', '3236', 'the next year'], 'organization': ['al qaeda', 'the texeast petroleum co.', 'fbi']}"
FBI_10,ahm doha abu ayyash regist graduat student univers missouri columbia mo doha ayyash saudi student visa issu juli doha charg file fraudul insur claim octob doha file claim ayyash insur compani central farmer auto insur back injuri said suffer septemb car struck behind one driven ayyash doha insur compani mid state insur compani mid state central farmer repres subsequ investig accid handl claim state doha ayyash said know doha paid settlement claim novemb central farmer insur compani check record mid state central farmer insur compani reveal doha ayyash paid auto insur polici account columbia first state bank valid search warrant doha apart columbia search novemb discov ayyash also live apart dell laptop comput resid taken polic also taken cd contain page version encyclopedia jihad comput examin reveal messag address usa mani messag seem involv person academ matter one messag attract attent sent novemb aol address person identifi wshakur messag read request sent wire today address belong wali shakur live paulson clifton nj hama al qaeda known presenc columbia mo investig continu regard possibl associ doha ayyash group
FBI_10,"{'person': ['ahmed doha', 'doha', 'doha', 'doha'], 'location': ['abu', 'columbia', 'mo.', 'doha', 'doha', 'doha', 'doha', 'columbia', 'clifton', 'columbia', 'mo.', 'doha'], 'date': ['july, 2001', '10 october, 2003', '12 september, 2003', '1 november, 2003', '231 12th', '20 november, 2003', '3 november, 2003', 'today'], 'organization': ['the university of missouri', 'nj', 'al qaeda']}"
FBI_11,respons request fbi search file inform subject initi detroit mi newark nj laurel md eight person initi discov detroit person known polic interest inform file one person identifi initi newark name adnan hijazi hijazi interview fbi follow attack clear associ event present entri record two person fbi file laurel md initi one martha mason file reveal convict januari distribut narcot incarcer mounir mzoudi moroccan descent hold degre baltimor citi colleg obtain mzoudi current live laurel md mzoudi recent attract attent fbi accord sourc baltimor mzoudi past associ organ call islam circl north america icna attend meet icna held baltimor june juli icna quit openli support taliban time
FBI_11,"{'person': ['adnan hijazi', 'hijazi', 'martha mason', 'mzoudi', 'icna quite'], 'location': ['detroit', 'newark', 'laurel', 'detroit', 'newark', 'laurel', 'md', 'laurel', 'md.', 'baltimore', 'north america', 'baltimore'], 'date': ['21 january, 2002', '1994', '2116 27th', 'june 20 to july 2, 2000'], 'organization': ['fbi', 'fbi', 'fbi', 'baltimore city college', 'fbi', 'taliban']}"
FBI_12,tip anonym sourc direct investig resid troost kansa citi missouri sourc said explos manufactur resid terrorist intend blow sever build kansa citi area warrant obtain search resid evid provid examin item found garbag sack pick fbi offic pose garbag collector trace chemic necessari produc explos found item garbag resid search decemb one man gave name walter smith person home investig proceed anoth man enter apprehend subsequ ident check reveal man jamal al quso come chicago kansa citi found resid batch hexamethylen triperoxid diamin hmtd cyclotrimethylen trinitramin rdx primari explos also found three garbag sack full urea aluminum sulfat later investig resid detail draw found three popular casino kansa citi area argosi riversid casino isl capri casino harrah casino
